AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"SFERINI, Carlo Leopoldo","(b. 1652, d. 1698, Verona)",Trompe-l'oeil Still-Life,1677,"Oil on canvas, 128 x 97 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/detail/s/sferini/trompe.jpg,painting,still-life,Italian,1601-1650
"SHCHEDRIN, Feodosy Fyodorovich","(b. 1751, St. Petersburg, d. 1825, St. Petersburg)",Caryatids,1812,Stone,"Admiralty, St. Petersburg",https://www.wga.hu/detail/s/shchedri/feodosy/caryatid.jpg,sculpture,mythological,Russian,1751-1800
"SHCHEDRIN, Semyon Fyodorovich","(b. 1745, St. Petersburg, d. 1804, St. Petersburg)",Landscape with a Farm in the Park in Tsarskoye Selo,-,"Gouache and Indian ink on cardboard, 58 x 73 cm","The Hermitage, St. Petersburg",https://www.wga.hu/detail/s/shchedri/semyon/landsca1.jpg,graphics,landscape,Russian,1751-1800
"SHCHEDRIN, Sil'vestr Fedosyevich","(b. 1791, St. Petersburg, d. 1830, Sorrento)",Terrace at Sorrento,1826,"Oil on canvas, 43 x 60 cm","Musée du Louvre, Paris",https://www.wga.hu/detail/s/shchedri/silvestr/1sorrent.jpg,painting,landscape,Russian,1801-1850
"SHEE, Sir Martin Archer","(b. 1769, Dublin, d. 1850, Brighton)","Portrait of William Keppel, 4th Earl of Albemarle",-,"Oil on canvas, 143 x 112 cm",Private collection,https://www.wga.hu/detail/s/shee/keppel.jpg,painting,portrait,Irish,1801-1850
"SHUBIN, Fedot Ivanovich","(b. 1740, Techkovskaya, d. 1805, St. Petersburg)",Bust of an Unknown Man,1770s,Marble,"State Tretyakov Gallery, Moscow",https://www.wga.hu/detail/s/shubin/bust1.jpg,sculpture,portrait,Russian,1751-1800
"SIBERECHTS, Jan","(b. 1627, Antwerpen, d. ca. 1703, London)",Crossing a Creek,1669,"Oil on canvas, 94 x 116 cm","Pushkin Museum, Moscow",https://www.wga.hu/detail/s/siberech/crossing.jpg,painting,landscape,Flemish,1651-1700
"SIBILLA, Gijsbert Jansz.","(b. 1598, Weesp, d. 1655, Weesp)",Dutch Reformed Service in the Grote Kerk of Weesp,c. 1635,"Oil on canvas, x cm","Museum Catharijneconvent, Utrecht",https://www.wga.hu/detail/s/sibilla/service.jpg,painting,religious,Dutch,1601-1650
"SICIOLANTE DA SERMONETA, Girolamo","(b. ca. 1521, Sermoneta, d. 1575, Roma)",The Holy Family,-,"Oil on panel, 99 x 78 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/detail/s/siciolan/holyfami.jpg,painting,religious,Italian,1551-1600
"SICKERT, Walter Richard","(b. 1860, München, d. 1942, Bathampton)",Lion Comique,1887,"Oil on canvas, 51 x 31 cm",Private collection,https://www.wga.hu/detail/s/sickert/comique.jpg,painting,portrait,English,1851-1900
"SIERRA VIDAL, Tomás de","(b. ca. 1654, Santalla del Bierzo, d. 1725, Medina de Ríoseco)",Altarpiece,1704,"Polychrome wood, width 1.200 cm","Iglesia de Santiago, Medina de Rioseco",https://www.wga.hu/detail/s/sierra/altar.jpg,sculpture,religious,Spanish,1651-1700
"SIGNAC, Paul","(b. 1863, Paris, d. 1935, Paris)","View of the Bay of Cassis, Cap Canaille",1889,"Oil on canvas, 66 x 82 cm",Private collection,https://www.wga.hu/detail/s/signac/1/cassis.jpg,painting,landscape,French,1851-1900
"SIGNORELLI, Francesco","(b. ca. 1495, Cortona, d. 1553, Cortona)","Holy Family with Sts John, Elisabeth, and Zacharias",1530s,"Oil on panel, diameter 88 cm",Private collection,https://www.wga.hu/detail/s/signorex/holyfami.jpg,painting,religious,Italian,1501-1550
"SIGNORELLI, Luca","(b. ca. 1450, Cortona, d. 1523, Cortona)",View of the Chapel of San Brizio,1499-1502,Frescoes,"Chapel of San Brizio, Duomo, Orvieto",https://www.wga.hu/detail/s/signorel/brizio/00view.jpg,painting,interior,Italian,1451-1500
"SIGNORINI, Telemaco","(b. 1835, Firenze, d. 1901, Firenze)","Insane Ward at San Bonifacio's, Florence",1866-67,"Oil on canvas, 63 x 95 cm","Museo d'Arte Moderna, Ca' Pesaro, Venice",https://www.wga.hu/detail/s/signorin/insanewa.jpg,painting,landscape,Italian,1851-1900
"SILO, Adam","(b. ca. 1674, Amsterdam, d. 1772, Amsterdam)",Fleet Manoeuvres,1698-99,"Oil on canvas, 70 x 87 cm","The Hermitage, St. Petersburg",https://www.wga.hu/detail/s/silo/fleetman.jpg,painting,historical,Dutch,1701-1750
"SILOE, Diego de",(c. 1495-1563),Christ at the Column,1523,Polychrome wood,"Diocesan Museum of the Cathedral, Burgos",https://www.wga.hu/detail/s/siloe/diego/christ_c.jpg,sculpture,religious,Spanish,1501-1550
"SILOE, Gil de","(d. ca. 1501, Burgos)",Tomb of Infante Alfonso,1489-93,Alabaster,"Monastery of Miraflores, Burgos",https://www.wga.hu/detail/s/siloe/gil/alfonso.jpg,sculpture,religious,Spanish,1451-1500
"SILVANI, Gherardo","(b. 1579, Firenze, d. 1675, Firenze)",Cenotaph of Bartolomeo Corsini,-,Marble,"Santo Spirito, Florence",https://www.wga.hu/detail/s/silvani/gherardo/cenotaph.jpg,sculpture,religious,Italian,1601-1650
"SILVANI, Pier Francesco","(b. 1620, Firenze, d. 1685, Pisa)",View of the Great Staircase,c. 1680,-,"Palazzo Corsini, Florence",https://www.wga.hu/detail/s/silvani/pier/corsini1.jpg,architecture,interior,Italian,1651-1700
"SILVESTRE, Israël","(b. 1621, Nancy, d. 1691, Paris)",View of the Casino,1637-38,"Graphite, watercolour, with gray and brown wash on paper, 206 x 316 mm","Fogg Art Museum, Harvard University, Cambridge",https://www.wga.hu/detail/s/silvest/israel/casino.jpg,painting,study,French,1651-1700
"SILVESTRE, Louis de","(b. 1675, Sceaux, d. 1760, Paris)",Christ on the Cross Formed by Clouds,1734,"Oil on canvas, 73 x 52 cm","Gemäldegalerie, Dresden",https://www.wga.hu/detail/s/silvest/louis/crucifix.jpg,painting,religious,French,1701-1750
SILVESTRO DELL'AQUILA,(active 1471-1504 in Central Italy),Monument of Maria Pereira and Beatrice Camponeschi (detail),1490-1500,Marble,"San Bernardino, Aquila",https://www.wga.hu/detail/s/silvestr/pereira.jpg,sculpture,religious,Italian,1451-1500
SIMÓN DE COLONIA,(c. 1445-c. 1511),Interior view,begun 1454,Photo,"Cartuja da Miraflores, Burgos",https://www.wga.hu/detail/s/simon_c/cartuja.jpg,architecture,interior,Spanish,1451-1500
SIMON VON TAISTEN,"(b. ca. 1455, Taisten, d. ca. 1530)",St Ambrose with St Florian and St George; St Erasmus with St Margaret and St Dorothy,-,"Oil on panel, 151 x 76 cm (each)",Private collection,https://www.wga.hu/detail/s/simon/panels.jpg,painting,religious,Austrian,1451-1500
"SIMONE CAMALDOLESE, Don",(active 1378-1405 in Florence),Antiphonary (Folio 51),1385-90,"Tempera and gold on parchment, 305 x 315 mm",Private collection,https://www.wga.hu/detail/s/simone_c/antipho1.jpg,illumination,religious,Italian,1351-1400
SIMONE DEI CROCEFISSI,"(b. ca. 1330, d. 1399, Bologna)",Throne of Grace with Four Saints,1360s,"Tempera on wood, 42 x 55 cm","Akademie der bildenden Künste, Vienna",https://www.wga.hu/detail/s/simone_d/throne.jpg,painting,religious,Italian,1351-1400
SIMONE MARTINI,"(b. 1280/85, Siena, d. 1344, Avignon)",Madonna and Child (no. 583),c. 1308-1310,"Tempera on wood, 88 x 57 cm","Pinacoteca Nazionale, Siena",https://www.wga.hu/detail/s/simone/1early/1madonna.jpg,painting,religious,Italian,1301-1350
"SIMONINI, Francesco","(b. 1686, Parma, d. ca. 1755, Venezia, or Firenze)",Battle Scene with Raised Standard,-,"Pen and brown ink and brown wash on white paper, 365 x 600 mm","Museum of Fine Arts, Boston",https://www.wga.hu/detail/s/simonini/battlesc.jpg,painting,landscape,Italian,1701-1750
"SIMONIS, Eugène","(b. 1810, Liège, d. 1882, Bruxelles)",Innocence,1839,Marble,"Musées Royaux des Beaux-Arts, Brussels",https://www.wga.hu/detail/s/simonis/innocenc.jpg,sculpture,mythological,Belgian,1801-1850
"SINGLETON, Henry","(b. 1766, London, d. 1839, London)",The Last Effort and Fall of Tippoo Sultan,c. 1800,"Oil on canvas, 101 x 126 cm",Private collection,https://www.wga.hu/detail/s/singleto/tipusult.jpg,painting,historical,English,1801-1850
"SIRANI, Elisabetta","(b. 1638, Bologna, d. 1665, Bologna)",Portrait of Anna Maria Ranuzzi Marsigli as Charity,1665,"Oil on canvas, 96 x 78 cm","Cassa di Risparmio, Bologna",https://www.wga.hu/detail/s/sirani/elisabet/charity.jpg,painting,portrait,Italian,1651-1700
"SIRANI, Giovanni Andrea","(b. 1610, Bologna, d. 1670, Bologna)",Esther before Ahasuerus,1630s,"Oil on canvas, 101 x 140 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/detail/s/sirani/giovanni/esther_a.jpg,painting,religious,Italian,1601-1650
"SISLEY, Alfred","(b. 1839, Paris, d. 1899, Moret-sur-Loing)",First Snow at Louveciennes,1870-71,"Oil on canvas, 54 x 73 cm","Museum of Fine Arts, Boston",https://www.wga.hu/detail/s/sisley/1winter/winter01.jpg,painting,landscape,French,1851-1900
"SITTOW, Michel","(b. ca. 1468, Reval, d. 1525, Reval)",Assumption of the Virgin,c. 1500,"Oil on panel, 21 x 16 cm","National Gallery of Art, Washington",https://www.wga.hu/detail/s/sittow/assumpti.jpg,painting,religious,Flemish,1501-1550
"SKARBINA, Franz","(b. 1849, Berlin, d. 1910, Berlin)",The Girl on the Boardwalk,1883,"Oil on canvas, 136 x 86 cm","Berlinische Galerie, Berlin",https://www.wga.hu/detail/s/skarbina/boardwal.jpg,painting,genre,German,1851-1900
"SKOVGAARD, Joakim","(b. 1856, København, d. 1933, København)",Christ in the Realm of the Dead,1891-94,"Oil on canvas, 352 x 489 cm","Statens Museum for Kunst, Copenhagen",https://www.wga.hu/detail/s/skovgaar/son/christre.jpg,painting,religious,Danish,1851-1900
"SKOVGAARD, Peter Christian","(b. 1817, Ringsted, d. 1875, København)","A Beech Wood in May near Iselingen Manor, Zealand",1857,"Oil on canvas, 190 x 159 cm","Statens Museum for Kunst, Copenhagen",https://www.wga.hu/detail/s/skovgaar/father/beechwoo.jpg,painting,landscape,Danish,1851-1900
"SLAUGHTER, Stephen","(b. 1697, London, d. 1765, London)",Portrait of Francis Whyte,-,"Oil on canvas, 127 x 102 cm",Private collection,https://www.wga.hu/detail/s/slaughte/portrait.jpg,painting,portrait,English,1701-1750
"SLAVÍÈEK, Antonín","(b. 1870, Praha, d. 1910, Praha)",Walking in the Park,1897,"Tempera on card, 70 x 53 cm","Národní Galerie, Prague",https://www.wga.hu/detail/s/slavicek/park.jpg,painting,landscape,Bohemian,1851-1900
"SLAVONA, Maria","(b. 1865, Lübeck, d. 1931, Berlin)",Houses at Montmartre,1898,"Oil on canvas, 117 x 81 cm","Nationalgalerie, Berlin",https://www.wga.hu/detail/s/slavona/houses.jpg,painting,landscape,German,1851-1900
"SLEVOGT, Max","(b. 1868, Landshut, d. 1932, Neukastel)",Dance of Death,1896,"Oil on canvas, 102 x 123 cm","Germanisches Nationalmuseum, Nuremberg",https://www.wga.hu/detail/s/slevogt/slevogt1.jpg,painting,other,German,1851-1900
"SLINGELAND, Pieter Cornelisz. van","(b. 1640, Leiden, d. 1691, Leiden)",Johan Hulshout,c. 1670,"Oil on panel., 37 x 30 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/detail/s/slingela/hulshout.jpg,painting,portrait,Dutch,1651-1700
"SLODTZ, Paul-Ambroise","(b. 1702, Paris, d. 1758, Paris)",The Dead Icarus,1743,Marble,"Musée du Louvre, Paris",https://www.wga.hu/detail/s/slodtz/paul_amb/icarus.jpg,sculpture,mythological,French,1701-1750
"SLODTZ, René-Michel","(b. 1705, Paris, d. 1764, Paris)",The Capponi Monument,1740-43,Marble,"San Giovannini dei Fiorentini, Rome",https://www.wga.hu/detail/s/slodtz/rene_mic/capponi.jpg,sculpture,religious,French,1701-1750
"SLUTER, Claus","(b. ca. 1350, Haarlem, d. 1406, Dijon)",Well of Moses,1395-1406,"Stone, height 183 cm","Musée Archéologique, Dijon",https://www.wga.hu/detail/s/sluter/moses/w_moses.jpg,sculpture,religious,Netherlandish,1351-1400
"SMART, John","(b. 1741, Norfolk, d. 1811, London)",William Henry West Betty,1806,"Watercolour on ivory, 12,2 x 10,3 cm","Art Museum, Cincinnati",https://www.wga.hu/detail/s/smart/betty.jpg,painting,portrait,English,1751-1800
"SMERALDI, Francesco",(active 1592-1631 in Venice),San Pietro in Castello: Façade,1594,Photo,"Isola di San Pietro di Castello, Venice",https://www.wga.hu/detail/s/smeraldi/castello.jpg,architecture,other,Italian,1601-1650
"SMIRKE, Robert the Younger","(b. 1781, Wigton, d. 1867, London)",Exterior view,1842-47,Photo,"British Museum, London",https://www.wga.hu/detail/s/smirke/britishm.jpg,architecture,other,English,1801-1850
"SMIT, Aernout","(b. ca. 1641, Amsterdam, d. 1710, Amsterdam)",Shipping off a Coast in Choppy Water,1670s,"Oil on canvas, 872 x 108 cm",Private collection,https://www.wga.hu/detail/s/smit/shipping.jpg,painting,landscape,Dutch,1651-1700
"SMITH, George","(b. ca. 1714, Chicester, d. 1776, Chichester)",Wooded Landscape,-,"Oil on canvas, 64 x 97 cm",Private collection,https://www.wga.hu/detail/s/smith/woodedla.jpg,painting,landscape,English,1751-1800
"SNAYERS, Pieter","(b. 1592, Antwerpen, d. 1667, Bruxelles)",A Cavalry Engagement,1618,"Oil on canvas, 76 x 110 cm",Private collection,https://www.wga.hu/detail/s/snayers/cavalry.jpg,painting,landscape,Flemish,1601-1650
"SNIJERS, Peter","(b. 1681, Antwerpen, d. 1752, Antwerpen)",Vegetable Still-Life,-,"Oil on canvas, 38 x 29 cm",Private collection,https://www.wga.hu/detail/s/snijers/vegetabl.jpg,painting,still-life,Flemish,1701-1750
"SNYDERS, Frans","(b. 1579, Antwerpen, d. 1657, Antwerpen)",Cook with Food,1630s,"Oil on canvas, 88,5 x 120 cm","Wallraf-Richartz-Museum, Cologne",https://www.wga.hu/detail/s/snyders/1/cookfood.jpg,painting,still-life,Flemish,1601-1650
"SOANE, Sir John","(b. 1753, Goring, d. 1837, London)",Interior view,1811-14,Photo,"Gallery, Dulwich College, London",https://www.wga.hu/detail/s/soane/dulwich.jpg,architecture,interior,English,1801-1850
"SODOMA, Il","(b. 1477, Vercelli, d. 1549, Siena)",Deposition from the Cross,1510-13,"Oil on panel, 426 x 263 cm","Pinacoteca Nazionale, Siena",https://www.wga.hu/detail/s/sodoma/1/1deposit.jpg,painting,religious,Italian,1501-1550
"SØDRING, Frederik Hansen","(b. 1809, Aalborg, d. 1862, Hellerup)","The ""Summer Spire"" on the Chalk Cliffs of the Island Møn. Moonlight",1831,"Oil on canvas, 30 x 42 cm","Statens Museum for Kunst, Copenhagen",https://www.wga.hu/detail/s/sodring/summersp.jpg,painting,landscape,Danish,1801-1850
"SOEST, Gerard","(b. ca. 1600, d. 1681, London)",William Fairfax and His Wife Elizabeth,1645-48,"Oil on canvas, 139 x 175 cm","National Portrait Gallery, London",https://www.wga.hu/detail/s/soest/fairfax.jpg,painting,portrait,Dutch,1601-1650
"SOGLIANI, Giovanni Antonio","(b. 1492, Firenze, d. 1544, Firenze)",Multiplication of the Loaves and Fishes,1536,"Drawing, black chalk and white on prepared paper, 217 x 335 mm","Galleria degli Uffizi, Florence",https://www.wga.hu/detail/s/sogliani/multipli.jpg,graphics,religious,Italian,1501-1550
"SOHLBERG, Harald","(b. 1877, Christiania, d. 1935, Oslo)",Summer Night,1899,"Oil on canvas, 114 x 136 cm","Nasjonalgalleriet, Oslo",https://www.wga.hu/detail/s/sohlberg/summerni.jpg,painting,landscape,Norwegian,1851-1900
"SOKOLOV, Pyotr Fyodorovich","(b. 1791, Moscow, d. 1848, Stary Merchik)",Portrait of Natalia Zagriazhskaya,1821,"Watercolour, 230 x 155 mm","The Hermitage, St. Petersburg",https://www.wga.hu/detail/s/sokolov/portrait.jpg,graphics,portrait,Russian,1801-1850
"SOLA, Antonio","(b. 1787, Barcelona, d. 1861, Roma)",Daoíz and Velarde,1820s,Marble,"Plaza del Dos de Mayo, Madrid",https://www.wga.hu/detail/s/sola/daoiz.jpg,sculpture,historical,Spanish,1801-1850
"SOLARI, Cristoforo",(active 1489-1520 in Lombardy),Effigies of Lodovico Sforza and Beatrice d'Este,c. 1497,"Marble, length: 185 cm","Certosa, Pavia",https://www.wga.hu/detail/s/solari/cristofo/effigy.jpg,sculpture,religious,Italian,1451-1500
"SOLARI, Guiniforte","(b. 1429, Milano, d. 1481, Milano)",Small cloister,1462,-,"Certosa, Pavia",https://www.wga.hu/detail/s/solari/guinifor/certosa1.jpg,architecture,religious,Italian,1451-1500
"SOLARI, Santino","(b. 1576, Verna, d. 1646, Salzburg)",Exterior view,1614-28,Photo,"Cathedral, Salzburg",https://www.wga.hu/detail/s/solari_s/salzbur1.jpg,architecture,other,Italian,1601-1650
"SOLARIO, Andrea","(b. ca. 1460, Milano, d. 1525, Pavia)",Charles d'Amboise,c. 1507,"Oil on canvas, 75 x 52 cm","Musée du Louvre, Paris",https://www.wga.hu/detail/s/solari/andrea/amboise.jpg,painting,portrait,Italian,1501-1550
"SOLARIO, Antonio",(active 1502-1514),Scene from the Life of St Benedict,c. 1502,Fresco,"Chiostro del Platano, Naples",https://www.wga.hu/detail/s/solario/benedict.jpg,painting,religious,Italian,1501-1550
"SOLDANI BENZI, Massimiliano","(b. 1656, Firenze, d. 1740, Montevarchi)",Bust of the Anima Beata,1705-07,"Bronze with golden-red patina, height 39 cm (without socle)","Liechtenstein Museum, Vienna",https://www.wga.hu/detail/s/soldani/anima1.jpg,sculpture,mythological,Italian,1651-1700
"SOLDI, Andrea","(b. ca. 1703, Firenze, d. 1771, London)",Portrait of a Merchant of the Levant Company,1735,"Oil on copper, 19 x 15 cm",Private collection,https://www.wga.hu/detail/s/soldi/merchant.jpg,painting,portrait,Italian,1701-1750
"SOLE, Giovan Gioseffo dal","(b. 1654, Bologna, d. 1719, Bologna)",Personification of the Visual Arts Appearing to a Pope,-,"Oil on canvas, 26 x 36 cm",Private collection,https://www.wga.hu/detail/s/sole/personif.jpg,painting,mythological,Italian,1651-1700
"SOLI, Giuseppe Maria","(b. 1747, Vignola, d. 1823, Modena)",Exterior view,begun 1810,Photo,"Procuratie Nuove, Venice",https://www.wga.hu/detail/s/soli/procura1.jpg,architecture,other,Italian,1801-1850
"SOLIMENA, Francesco","(b. 1657, Canale di Serino, d. 1747, Barra)",Allegory of Reign,1690,"Oil on canvas, 104 x 76 cm","The Hermitage, St. Petersburg",https://www.wga.hu/detail/s/solimena/1/al_reign.jpg,painting,mythological,Italian,1701-1750
"SOLÍS, Francisco de","(b. ca. 1620, Madrid, d. 1684, Madrid)",Immaculate Conception,1682,"Oil on canvas, 168 x 139 cm",Private collection,https://www.wga.hu/detail/s/solis/immacula.jpg,painting,religious,Spanish,1651-1700
"SOLÓRZANO, Martín de",(active 1482-1506),Interior view,begun 1483,Photo,"San Tomás, Ávila",https://www.wga.hu/detail/s/solorzan/avila.jpg,architecture,interior,Spanish,1451-1500
"SOMER, Paulus van","(b. ca. 1576, Antwerpen, d. 1621, London)",King James I of England,-,"Oil on canvas, 196 x 120 cm","Museo del Prado, Madrid",https://www.wga.hu/detail/s/somer/james_1.jpg,painting,portrait,Flemish,1601-1650
"SOMEREN, Hendrick van","(b. 1615, Amsterdam, d. 1685, Napoli)",St Jerome,-,"Oil on canvas, 98 x 79 cm",Private collection,https://www.wga.hu/detail/s/somer_h/vansom_c.jpg,painting,religious,Dutch,1651-1700
"SOMM, Henry","(b. 1844, Rouen, d. 1907, Paris)",The Red Overcoat,-,Watercolour on paper,"Musée des Beaux-Arts, Rouen",https://www.wga.hu/detail/s/somm/overcoat.jpg,graphics,portrait,French,1851-1900
"SON, Joris van","(b. 1623, Antwerpen, d. 1667, Antwerpen)",Still-Life of Fruit,1663,"Oil on canvas, 61 x 76 cm",Private collection,https://www.wga.hu/detail/s/son/fruit.jpg,painting,still-life,Flemish,1651-1700
"SONNE, Jørgen Valentin","(b. 1801, Birkerød, d. 1890, Kobenhavn)",Rural Scene,1848,"Oil on canvas, 121 x 96 cm","Statens Museum for Kunst, Copenhagen",https://www.wga.hu/detail/s/sonne/rural_sc.jpg,painting,landscape,Danish,1801-1850
"SONNENSCHEIN, Johann Valentin","(b. 1749, Stuttgart, d. 1828, Bern)",Monument to Ludwig Rudolf von Jenner,1806,Marble,"Historisches Museum, Basel",https://www.wga.hu/detail/s/sonnensc/monument.jpg,sculpture,other,German,1751-1800
"SONNIN, Ernst Georg","(b. 1713, Quitzow, d. 1794, Hamburg)",Exterior view,1750-86,Photo,"Sankt Michaelis, Hamburg",https://www.wga.hu/detail/s/sonnin/hamburg1.jpg,architecture,other,German,1751-1800
"SOREAU, Isaak","(b. 1604, Frankfurt, d. ca. 1645)",Still-Life of Fruit in a Basket on a Ledge,1638-40,"Oil on oak panel, 57 x 80 cm",Private collection,https://www.wga.hu/detail/s/soreau/basket.jpg,painting,still-life,German,1601-1650
"SORGH, Hendrick Maertensz.","(b. ca. 1610, Rotterdam, d. 1670, Rotterdam)",A Kitchen,c. 1643,"Oil on wood, 52 x 44 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/detail/s/sorgh/akitchen.jpg,painting,genre,Dutch,1601-1650
"SORMANI, Leonardo","(active 1551, d. 1589, Roma)",Tomb of Nicholas IV,1573,Marble,"Santa Maria Maggiore, Rome",https://www.wga.hu/detail/s/sormani/nichola4.jpg,sculpture,religious,Italian,1551-1600
